contract_id,month_index,ticket_count,avg_resolution_hours,csat_score,escalation_count
4,5,0,9.530859379414915,3.736164924309131,0
4,6,2,9.520616193374991,,0
5,0,1,9.794370874078112,3.5072140988314513,0
5,1,1,11.299298634383318,3.82543264254131,0
5,2,2,8.233520400625975,3.59629736139786,0
5,3,1,11.441844144043833,3.9198423642076716,0
5,4,1,6.688313547153328,3.6966071023665563,0
5,5,0,12.317155982792668,4.204834563081539,0
6,0,2,13.73968970125167,2.93847938999828,0
6,1,0,14.715135198533401,2.6263444767055435,0
6,2,1,15.107356729809045,3.6460951852598047,0
6,3,5,14.808778809054104,3.2770359630670556,0
6,4,3,13.507808188028076,3.141674331534564,0
6,5,0,15.484181738416764,2.2149027416073714,0
6,6,3,16.095862836555558,2.6436180477287077,0
7,0,7,10.06951118960516,,0
7,1,11,9.46629014051475,4.040722136887061,0
7,2,8,11.276022879048268,,0
7,3,15,6.598356808803485,3.679714024324734,2
7,4,4,5.8948783473286515,3.317693388653991,0
7,5,7,8.81438872806883,3.8802318957726443,0
7,6,8,10.39702488136611,3.8540735231967598,0
7,7,9,11.992144809429893,3.871513277401576,1
7,8,9,12.932074616545497,3.571008655545058,1
7,9,9,6.6145381043842075,,0
7,10,6,11.56586906053416,4.10518738636898,0
8,0,4,8.985861385180728,3.925109731729902,0
8,1,2,6.9836272501377294,,0
8,2,6,10.16038658138451,,0
8,3,2,8.8680153396359,4.308015965789073,0
8,4,6,5.861526687305455,4.362104225018551,0
8,5,2,6.837348737848977,,0
8,6,7,9.34212400544243,3.7473307451335964,0
8,7,3,8.341308482818732,4.01073945517367,0
8,8,7,8.410789649050745,4.287923609208393,0
8,9,0,7.064264688597772,4.405648408292074,0
8,10,10,7.7016930369856205,4.179141032622285,1
9,0,2,0.6985760534966712,4.815680086064721,0
9,1,2,0.6633858760588716,4.868413679197017,0
9,2,2,2.3112099673854605,5.246789034749462,0
9,3,1,6.446201580703317,4.844670282470572,0
9,4,1,0.4977297319506331,5.262096764902889,0
9,5,6,0.016209450252341995,4.908343159378403,0
9,6,3,1.8551488617618919,4.607054182805093,0
10,0,0,17.63437545272362,3.157272385766028,0
10,1,1,13.99269129337004,2.888945054018203,0
10,2,5,14.17613745828509,,0
10,3,3,13.070460874538313,3.052850057684719,0
10,4,0,14.891353682871145,,0
10,5,1,14.617039414966797,2.645454094251906,0
10,6,1,16.705304022581014,2.783443176620671,0
10,7,1,13.980426967782968,,0
10,8,2,16.245866559130157,3.1565442383291984,0
10,9,1,13.044400717305404,2.7905374923203166,0
10,10,1,15.373454424656206,2.912061363694708,0
10,11,5,16.092935904757667,,0
10,12,5,13.481775458622266,2.971592441877586,0
11,0,1,5.922578688294438,3.683490881779889,0
11,1,0,10.781059284596942,3.9436474783464406,0
11,2,2,11.528052544336047,4.232040180844519,0
11,3,1,5.93128694403209,,0
11,4,5,10.002204820268819,4.075325062989015,0
11,5,1,6.009504309262098,3.730631403394435,0
11,6,3,12.082850517695366,4.020223059685938,0
12,0,3,2.1291233489183394,5.43941296561217,0
12,1,2,2.6630493301119795,4.716810231595708,0
12,2,4,2.410888589088696,5.031267533043158,0
12,3,3,3.2457829859188703,4.911099229397862,0
12,4,11,4.5340801383810305,,0
13,0,1,15.917363032195523,3.2450130109123765,0
13,1,2,15.794455544520014,2.2294596789276686,0
13,2,0,12.702116657269366,2.9792816180632586,0
13,3,1,15.17367938372583,3.1088843460050057,0
13,4,0,15.70117216650339,3.035146872631963,0
13,5,2,12.100053597033773,3.197642353626158,0
14,0,0,11.92416971036018,3.27654686548707,0
14,1,0,11.303496645982007,,0
14,2,1,9.693034891298394,3.580674834221843,0
14,3,1,12.284985505277305,3.955405110141535,0
14,4,2,12.635899239730664,4.249724027169044,0
14,5,0,11.791918170284463,3.1727919239649647,0
14,6,3,7.6884154966825164,3.3266578858816924,0
15,0,6,10.181411230076694,,0
15,1,4,10.077996175103971,3.8369119400682736,0
15,2,9,13.917409401032806,3.9651237198061966,1
15,3,4,9.327746882491185,3.6863081662223767,0
15,4,3,8.375801684301427,3.8870191954391875,0
16,0,1,6.065390432725929,4.011613206041396,0
16,1,5,8.660880182225409,3.8215592315125875,0
16,2,4,5.801940480837285,4.4344383035778066,0
16,3,2,11.022773772665127,,0
16,4,1,9.759310403517135,4.590158031829302,0
16,5,2,6.1962488431175995,4.009630360860779,0
17,0,0,14.97863530645654,3.7251447277765273,0
17,1,1,16.47028392481157,2.7011743383531512,0
17,2,1,13.078843928939653,2.9393832425233235,0
17,3,1,13.557476101941136,,0
17,4,1,10.027343530065746,3.4250541710721047,0
17,5,0,14.649201010750668,3.5449581688588596,0
17,6,1,16.27952070260204,3.4334986223950437,0
17,7,2,12.070806120755721,3.461730940349968,0
17,8,0,15.492323049452088,3.3465198511229457,0
18,0,3,9.568375274131014,3.7921961509806357,0
18,1,2,14.480757065557494,,0
18,2,0,8.703266655834245,3.791038084447706,0
18,3,2,11.81673275288114,,0
18,4,2,13.244447529501834,4.019199121311187,0
18,5,0,12.045374990405302,3.8187206881653064,0
18,6,2,7.737155394122453,3.7888114683863856,0
18,7,0,7.311501114555178,3.6675696285092374,0
18,8,0,8.813676262429485,,0
18,9,2,11.385278364916951,,0
18,10,2,9.50924297879146,3.853410160705251,0
18,11,1,5.745505768932379,4.0962475970383725,0
19,0,15,13.256927201817414,2.855810765636869,1
19,1,7,15.34058845290072,3.102981807282682,0
19,2,10,16.701251332896728,2.918518958124919,1
19,3,22,11.85696017922988,2.572621384096733,2
19,4,11,16.96014875151548,2.548848658767924,1
19,5,16,13.6772999796877,2.9954394985214017,2
19,6,18,15.701714355682322,3.0695551533703753,1
19,7,11,15.262360953197376,2.992896596936103,1
19,8,8,13.880176313004899,,0
19,9,11,15.503492347122654,3.076411998635931,1
19,10,4,16.279870421158158,,0
20,0,1,6.032310688840729,4.400559646013436,0
20,1,5,4.880435155931911,4.631619986619838,0
20,2,4,3.7171228606652136,4.507919527721212,0
20,3,5,8.138808062641177,,0
20,4,0,10.198732035603403,4.547824527752709,0
20,5,1,5.39686254193491,4.63963048090772,0
21,0,7,14.588587576478332,2.882075764532762,0
21,1,5,15.352927888454063,3.463678892616092,0
21,2,5,11.227233859774655,3.3242896039565126,0
21,3,2,13.82970093367768,3.336629649933861,0
21,4,7,11.7178170523046,3.3139431577070475,0
21,5,7,15.927284078719069,,0
21,6,6,13.132836313905967,3.105232199536861,0
22,0,3,3.437893696717666,4.194292512129748,0
22,1,2,7.456265634437157,3.8300861332540372,0
22,2,4,7.615781650658697,4.045391852580405,0
22,3,1,7.951286703143188,,0
22,4,4,5.89067042825876,4.0497327377363845,0
22,5,1,9.33749940921767,3.847969248222438,0
23,0,9,15.88354507384452,,1
23,1,5,13.37171196191731,2.8465113068251906,0
23,2,9,15.621171257438629,2.517477053386573,1
23,3,8,14.911562914738116,2.738015117149297,0
23,4,2,13.882936580793888,3.0802450007581106,0
23,5,10,18.719863705378263,3.088665640048093,1
23,6,8,15.82368913401017,3.0177254054789477,0
24,0,0,4.195281093893305,4.663982154720555,0
24,1,2,3.4729312628852966,4.178960810280511,0
24,2,2,3.0761349988440205,,0
24,3,0,4.05159480437103,4.673960022501712,0
24,4,0,5.408857261504112,4.340692074448971,0
24,5,2,2.6167295563721193,4.29626843433363,0
25,0,13,15.780174540742141,2.815568195732426,0
25,1,16,18.06654087336647,2.7186884354088767,1
25,2,14,17.843824823890813,2.717800019179975,0
25,3,12,13.479708470856153,2.5108609608657373,1
25,4,6,16.537820448493928,3.221763495319659,0
25,5,6,13.127577458575939,3.113040795579346,0
25,6,18,15.38014582319985,2.751571895599812,2
25,7,21,17.51967814391092,2.1387620056560737,1
25,8,2,12.712089917634406,2.9989929356490475,0
26,0,4,13.941557294632352,,0
26,1,2,12.258996643977873,3.028601091280388,0
26,2,5,12.229612086948313,2.9671398686287676,0
26,3,4,13.700906451366821,3.349833335550733,0
26,4,3,10.94359569114894,,0
26,5,0,10.565101828116092,3.259084371946529,0
26,6,2,13.88402117648142,3.3478101364403594,0
26,7,4,17.271424164387064,,0
26,8,0,15.804915181199858,2.5923302039337965,0
27,0,5,18.631578252473297,2.7729098942354997,0
27,1,10,14.793737274792045,2.493890047056141,0
27,2,6,13.540680953641182,3.005991586793435,0
28,0,2,3.387199634946426,3.6319204056775627,0
28,1,1,2.1339966885521093,4.313662844477538,0
28,2,2,6.894055511448216,4.144223387831472,0
28,3,3,8.389405805305842,4.311039154773025,0
28,4,0,6.460301916523577,4.788241286609039,0
28,5,2,7.367698825588895,3.9161388778231205,0
28,6,1,6.878270044517692,4.434979131845528,0
28,7,0,6.779488192442261,4.187323217327553,0
28,8,1,6.004159927630448,4.067592120164053,0
28,9,0,6.487294557914864,,0
28,10,3,8.984525192540524,3.8067922278695154,0
28,11,0,8.048142973292283,,0
29,0,1,8.755018427137479,3.403688221188171,0
29,1,0,5.095695110338173,3.943222537639473,0
29,2,1,12.052073972238961,3.4647349155316864,0
29,3,3,10.354612536763735,,0
29,4,1,10.758143216894256,3.657195559119291,0
30,0,1,8.852387915923035,4.109730611955537,0
30,1,1,11.91243149314299,4.004386261240893,0
30,2,0,9.454233787950308,3.5110527862859797,0
30,3,0,9.737473150240596,4.040647497805858,0
30,4,0,4.104212202762742,4.070029539654647,0
30,5,0,6.878782127402528,3.929689119856377,0
30,6,1,12.629365804306989,3.737461893585445,0
30,7,4,5.529603038679364,,0
31,0,2,10.406842540289032,3.7481889557498187,0
31,1,6,12.02574889611483,,0
31,2,9,12.657978633088725,3.469410669414651,0
31,3,0,12.745654917252011,,0
32,0,1,9.098664346161733,,0
32,1,2,14.511116377275563,3.94508346506595,0
32,2,2,12.466836833049134,3.8107669174302616,0
32,3,5,10.4660425117864,4.510947192635262,0
32,4,0,9.287214338270656,3.9880860790443347,0
33,0,0,12.992021434108647,3.221385795576052,0
33,1,0,15.306871611354318,3.336547501921958,0
33,2,1,15.590576078495994,3.4290195684914315,0
33,3,1,12.063365257582133,3.224753265882095,0
33,4,0,11.353918612693766,3.3155447602013086,0
33,5,0,12.571769024045256,3.419593756499619,0
33,6,1,8.298200321262836,3.1213109137214317,0
34,0,0,18.595371205068485,2.5282505607806245,0
34,1,1,15.83203656252854,2.106444593011787,0
34,2,2,21.842732510779427,2.1133871708200536,0
34,3,2,16.274620920198082,,0
34,4,0,19.29577997431212,2.5964510995753316,0
34,5,0,19.130201611098016,2.5454423859091815,0
34,6,0,18.643277219719867,2.2016649447827112,0
35,0,0,10.986899259779221,,0
35,1,5,9.876824132770746,3.99047809991253,0
35,2,2,13.140992988376553,3.9955466474545087,0
35,3,1,12.308338458812749,,0
35,4,1,8.253074676625378,3.5529740669037055,0
36,0,0,10.46851369221396,4.102553238922081,0
36,1,1,8.721590341912302,4.294067313218023,0
36,2,0,12.524056312871362,,0
36,3,2,7.728413355495508,4.628105540799985,0
36,4,1,7.424080913320724,4.05355669751685,0
37,0,8,12.582708512047729,2.9823943057779245,0
37,1,3,13.53762697283782,,0
37,2,7,12.866056490503192,2.899990428642288,0
37,3,8,15.647688180147393,,1
37,4,8,12.15534647840906,3.1888595699218443,1
37,5,5,9.378033181578903,,0
38,0,1,9.6144184150609,4.539329232882783,0
38,1,1,8.326402106513928,4.3838519118261,0
38,2,3,11.812573455950751,4.233827457917806,0
38,3,2,9.436657570352459,3.971487060552809,0
38,4,1,8.730773223438485,4.108680664228496,0
38,5,0,6.762424722341823,4.254876231233485,0
38,6,0,9.26202691629033,,0
38,7,1,6.404869664655221,,0
39,0,0,12.73788918526389,3.115678133542825,0
39,1,0,12.65966269858261,,0
39,2,0,13.907827338427026,,0
39,3,2,15.023974444271309,3.5284958782701565,0
39,4,1,12.69821256630339,3.353781196013103,0
39,5,2,9.503469807193962,3.6322771770376763,0
39,6,2,10.591134928414059,3.43806675962441,0
39,7,1,13.582074960784585,3.2270351991434145,0
39,8,0,15.537583095991792,2.9239778601465334,0
40,0,2,21.700628320290438,1.9976224103106848,0
40,1,0,18.985551708754265,2.47710127946435,0
40,2,2,18.381587061736063,2.0695233796958354,0
40,3,1,16.800720556463805,2.331850580579977,0
40,4,1,18.892398246110673,2.597792124399798,0
40,5,1,18.175370574149532,2.374548698681588,0
40,6,1,21.815280631976833,2.91113985072665,0
40,7,2,21.347994133798867,,0
40,8,3,20.22393646396717,2.6859276883756897,0
40,9,3,18.615294855659428,2.7442227636197134,0
40,10,0,19.401152936616526,1.8165708130050313,0
41,0,2,9.813494740381081,,0
41,1,0,12.267665070330573,3.6892780328032555,0
41,2,2,9.861376682835292,4.046526400313763,0
41,3,2,11.789407045730467,3.7369320144077944,0
41,4,2,10.035802487564684,,0
42,0,0,11.318239754244978,,0
42,1,0,13.038540119625278,3.7441840423460766,0
42,2,0,11.577648489032866,,0
42,3,0,11.969633929811954,3.4993149315783256,0
42,4,0,13.218804621545532,3.6698996838388998,0
42,5,0,10.235112548201663,,0
42,6,0,10.913185094290522,3.8688803830235723,0
42,7,1,13.470442339701918,,0
42,8,2,12.507897192871662,,0
42,9,0,13.967427629756443,3.4295236108227467,0
42,10,2,10.652303660288068,,0
43,0,5,8.175923778341762,3.6138512526911906,0
43,1,1,12.635844770470833,,0
43,2,4,9.354317118246811,3.700114592665322,0
43,3,1,11.531406111499678,3.39740888488448,0
43,4,0,11.50948529434892,3.972756925231445,0
44,0,5,15.366996807922664,2.3074793360834427,0
44,1,6,13.394820541807457,2.167439924775514,0
44,2,4,22.2137598452742,2.8001556388954403,0
44,3,2,16.872749749478928,2.4057160646740807,0
44,4,2,16.73126604808446,2.6565245294147415,0
45,0,0,9.79886204375131,3.834536512544094,0
45,1,4,11.110622287369473,3.2390897897041517,0
45,2,7,9.717530392003695,3.4496192340557905,0
45,3,3,13.055501995883251,3.8254663265634097,0
45,4,5,12.169349644960032,3.27855900960409,0
46,0,4,10.613373950294747,4.264874746899568,0
46,1,4,9.565029661733089,4.021874412372404,0
46,2,10,8.897870734886252,,1
46,3,3,5.597616056298703,4.324127467231863,0
46,4,1,5.617901145033029,4.214758698637278,0
46,5,3,9.549404195535294,4.030681871257016,0
47,0,1,10.020305068253634,3.558144092195993,0
47,1,4,7.209807956544742,4.092203552524855,0
47,2,2,7.429720336192883,3.9104936607049434,0
47,3,1,4.993004886506581,3.464581466592371,0
47,4,1,11.28627288991842,4.355193682440093,0
47,5,3,8.500332553755849,4.3423295397904695,0
48,0,1,5.418922451412605,4.178900892678886,0
48,1,0,3.5501842893596316,4.031564505175243,0
48,2,0,7.737338981739324,,0
48,3,2,12.555028314703716,3.9718708443710233,0
48,4,7,8.21569262840876,3.9780821013627747,0
48,5,2,8.762002654944322,4.0719364544023735,0
48,6,1,9.152332119815902,3.924831264890617,0
48,7,3,6.395621361840185,4.1544994007258715,0
49,0,1,18.18656102493059,,0
49,1,7,16.88109863581094,3.0444798750200515,0
49,2,4,17.909960428486485,,0
49,3,11,16.599492389834907,2.201536856525412,1
49,4,1,17.67326669839,2.492921126001817,0
49,5,5,18.36269102203915,2.2325755171691815,0
49,6,5,14.605539026152393,2.5618858491291703,0
49,7,11,15.331944293560678,,1
49,8,8,17.26180081150268,,0
49,9,7,18.838991680646316,2.4924636431247182,0
50,0,2,11.660517239665584,4.25110737605503,0
50,1,4,10.100626506029188,4.092717468037186,0
50,2,2,8.7984706569665,,0
50,3,0,9.473220181168847,3.855467153933798,0
50,4,4,10.303476324480092,3.5557926632614425,0
50,5,6,8.052064298214576,,0
51,0,9,4.999164580072705,4.5854575517652565,0
51,1,5,5.596195421167028,,0
51,2,5,5.508825000627695,4.323090463814681,0
51,3,10,-0.8043464127299584,4.692391236776002,0
51,4,3,3.267797178127468,,0
51,5,15,3.588148197926058,4.222035526799031,0
52,0,41,19.68544194215307,2.228066133207298,6
52,1,30,16.29443427596708,2.0209336644611375,3
52,2,31,16.400836283172833,,2
52,3,42,16.5952473686864,,5
52,4,53,18.524953342566,2.072441301246754,4
52,5,23,14.98858875904504,,2
52,6,48,15.04087564609292,1.6591798671320785,2
53,0,11,6.979214691690561,4.1749355632999094,1
53,1,9,7.395127969762734,4.336889990386611,0
53,2,4,8.361153808910807,3.838504132540914,0
53,3,14,8.697325853395927,3.6656978889840315,2
53,4,3,8.807070659973064,4.0761080564359045,0
53,5,9,9.662686481474278,3.454003060778637,1
54,0,1,9.401238036443397,3.973453843994603,0
54,1,0,8.610087240493407,3.6835580476704552,0
54,2,0,10.229237432827121,3.7423340355194483,0
54,3,1,9.66529525066029,,0
54,4,0,8.294810183308497,3.31761236414847,0
54,5,0,11.274055112482957,3.9306743516073785,0
54,6,0,9.209512733955892,4.024679468457317,0
54,7,0,12.023916929715941,3.3214179454798316,0
55,0,2,11.252029314607627,3.8801169431006732,0
55,1,4,12.61659620482414,3.5619225305479043,0
55,2,1,12.255979733911378,3.246271787295255,0
55,3,1,12.487166880721285,3.476499721995333,0
55,4,2,17.562652223353496,3.6513116861138957,0
55,5,2,9.352816823923044,4.184315648391187,0
55,6,0,11.983728856823582,3.06421237678092,0
55,7,0,11.927764704167767,,0
56,0,2,18.231947873934846,2.4800792370372333,0
56,1,5,16.013262227838176,,0
56,2,5,16.53919304079838,,0
56,3,2,16.815365213713825,2.5944987224318075,0
56,4,4,19.471278838472607,2.215221246670835,0
56,5,4,18.492308407100452,2.639730783668757,0
56,6,2,22.91320894779777,2.842397889862831,0
57,0,4,9.877605157247505,3.745234046878531,0
57,1,1,9.065297346016266,4.198991638985466,0
57,2,0,9.086329996507493,3.329209402995513,0
58,0,5,15.796070322031493,,0
58,1,8,13.522620068492145,,0
58,2,11,15.523380802927765,2.7966477761292823,0
58,3,8,14.261185591533117,2.470957608610729,1
58,4,4,14.500831263834321,2.5316687371184887,0
58,5,2,19.61449332542859,2.5330169962106006,0
58,6,7,13.237517530188018,2.3791266370011295,0
58,7,3,14.459242148434992,3.303086756023644,0
59,0,3,4.471655226801105,4.613107899700038,0
59,1,4,4.440698575594928,4.367635108425535,0
59,2,4,6.170409615694877,4.1375223371857155,0
59,3,3,3.4667154319218705,4.111320662498856,0
60,0,4,14.911140637289625,3.632677905688002,0
60,1,3,10.369987726509345,4.060675672494415,0
60,2,2,9.12602638918021,3.704268590829084,0
60,3,5,10.839048348814853,3.9356972581930894,0
61,0,0,16.634509749896512,,0
61,1,4,16.33527518448916,3.258261231656775,0
61,2,1,14.310788381824413,3.1323160170103823,0
61,3,0,13.737173260013408,3.19925994719963,0
61,4,0,14.683462472635226,3.086559142104242,0
61,5,0,14.401573814739049,2.7620211565653845,0
62,0,6,12.466748687472286,2.912663419140106,0
62,1,7,15.069670465132754,,0
62,2,4,17.7302468424094,,0
62,3,3,13.903761475252884,3.1598098526392704,0
62,4,2,11.586440972112973,3.197277273328474,0
62,5,4,13.661202416105219,,0
62,6,5,14.952496003379546,3.1892445974181527,0
62,7,3,11.245335435100111,2.8694977630716028,0
62,8,3,13.664798273639795,,0
62,9,5,16.02573797310777,3.3767396619408774,0
63,0,0,12.282970149902948,3.4328324664710808,0
63,1,0,12.398027808236186,4.001217385036439,0
63,2,7,10.508339367877078,3.3831890581752067,0
63,3,2,13.923267916516153,3.8437535841442227,0
63,4,0,13.266766522874903,3.717648232063774,0
63,5,0,10.891348877999596,,0
63,6,3,10.920177082814936,3.47581440302252,0
63,7,0,11.330295254270235,,0
64,0,2,3.2594992802909974,4.137362167341201,0
64,1,1,8.823017114738214,4.253123721668111,0
64,2,2,7.49053782377468,4.860250661375423,0
64,3,3,3.038218699525075,4.205131175137679,0
64,4,3,4.927878001817579,3.9136125032103335,0
64,5,2,5.733756184043422,,0
65,0,11,15.96435073457464,2.9965405772458107,0
65,1,11,17.7141952476119,2.8351409755705035,1
65,2,12,16.36937696755366,2.676943965184964,1
65,3,9,16.484813462345244,2.445743674093882,0
65,4,3,18.2700296443714,2.690349846238492,0
65,5,10,19.085332396242606,2.7367351228898125,1
65,6,15,12.10894396711084,2.4987369556596852,1
65,7,4,15.413435437800715,2.9206821571490287,0
66,0,2,7.728266540019617,4.342799771555502,0
66,1,0,7.841870902370899,4.567649737960865,0
66,2,0,2.4144819583370802,,0
66,3,0,5.471748455937536,,0
66,4,1,3.74779729425578,4.385175578417718,0
66,5,1,5.649862680566048,3.86800774865603,0
66,6,3,8.711257208091833,4.961353567458399,0
66,7,0,6.787403154916732,4.088257003310743,0
67,0,0,11.018956090954829,,0
67,1,2,14.039029958854977,,0
67,2,1,16.003715225028266,3.808295151298932,0
67,3,3,15.556821571766394,3.1330362835619145,0
67,4,4,12.834053163530227,2.9016655635226827,0
67,5,3,9.394084229831577,3.0027703543094417,0
68,0,1,13.507668901264967,3.6607784320024543,0
68,1,1,9.99915414657766,3.946830027015697,0
68,2,3,9.97655038886295,,0
68,3,6,9.064567018677224,3.2657653400022,0
69,0,0,10.416751829286998,,0
69,1,6,9.97128889726617,4.154979792244972,0
69,2,4,5.358611015624831,4.234780630671569,0
69,3,1,8.598965595475669,3.239154746957059,0
69,4,2,8.536069546916005,3.535304844954214,0
69,5,1,13.207668743483197,4.130960452473548,0
69,6,2,10.260650003018968,,0
69,7,8,7.840971482442379,4.333723264438741,0
69,8,5,12.84534422111414,3.486020272259983,0
69,9,0,8.902547324571923,4.0889481785538795,0
70,0,12,13.592351374047855,2.868935253221386,1
70,1,22,15.7811567908304,2.1937515391225544,2
70,2,21,14.218555622837297,2.92301102387726,3
70,3,23,19.562406224449344,2.7618497879954536,2
70,4,21,14.502503893862352,2.1658638640532915,3
70,5,9,15.81604624977049,2.844571520052016,1
71,0,1,13.62293279047498,2.9411420794457985,0
71,1,4,16.316268401689314,2.6185751533782016,0
71,2,5,16.880696419371045,,0
71,3,4,13.267894802561218,,0
71,4,3,15.65130722550033,2.931413529863275,0
71,5,5,15.557038976953669,2.6292049386243,0
71,6,4,14.704131603560837,2.3828981609972164,0
72,0,2,10.392382506438471,3.992606422720689,0
72,1,6,13.413885939997963,3.8170082990712655,0
72,2,2,5.64424548172158,3.5870285777550404,0
72,3,2,10.206467213521115,3.7631861612771016,0
72,4,2,11.199826251990961,3.4365883275298827,0
72,5,2,7.867237091863503,,0
72,6,4,8.255262616152043,3.984288290772569,0
72,7,1,13.322835004358154,3.715907888701079,0
73,0,1,10.751376569327826,4.069160786925407,0
73,1,8,9.460752701924308,3.515406608753721,0
73,2,8,10.500857715725543,3.8247447607108582,0
73,3,9,11.844957249409727,,0
73,4,9,7.730962011620802,,0
73,5,6,11.306222621993484,3.191525387161483,0
73,6,9,9.19649401071072,3.4352425271920395,0
73,7,1,12.755632833619538,4.079642944742116,0
74,0,2,18.623541412385382,,0
74,1,0,20.4873314882828,,0
74,2,0,18.067225759999147,3.0314696572325692,0
74,3,3,17.849724442562707,2.691023069649776,0
74,4,0,20.00981032851103,2.7142949408426675,0
74,5,0,19.124536073829237,2.542509054845638,0
75,0,0,17.143037517678355,2.984740430171114,0
75,1,1,13.851967058608672,2.69098466677908,0
75,2,0,17.072243932385607,3.0206116593521672,0
75,3,0,18.33432032578561,,0
75,4,1,15.611707437333234,,0
75,5,1,15.953624496432898,2.52530870740838,0
75,6,0,16.290791349278596,3.090354364549438,0
75,7,1,19.84167195981266,3.0272278590871426,0
75,8,0,14.85472643126117,2.5176265480558855,0
76,0,0,17.579816966258306,2.690002886860098,0
76,1,2,18.47002615763563,,0
76,2,1,19.34271908987087,2.952332301543766,0
76,3,1,17.91324539173705,2.349683023899148,0
76,4,1,19.18827099687027,2.4044972681149432,0
76,5,2,15.150767378712523,2.5277317585108947,0
76,6,0,18.329027014228522,3.0739340659282752,0
77,0,3,13.502368743442641,2.898155678443455,0
77,1,2,13.652739898323262,3.5391160743412664,0
77,2,3,12.733870770717445,3.8114654373846535,0
77,3,3,11.81203680030973,2.9430291712813648,0
77,4,1,12.778188096884891,3.8578611866902794,0
77,5,1,11.777770389713838,,0
78,0,1,8.346552838215725,4.334902828280094,0
78,1,0,6.560336708440622,4.1841099838544515,0
78,2,4,3.5698276622421288,4.00050259687848,0
78,3,3,3.6911491856803567,4.090582174455637,0
78,4,0,1.9520991601979256,4.701439014588253,0
78,5,0,5.113011399449646,4.4600354606566155,0
78,6,1,2.930185502312111,4.832329847018585,0
78,7,0,5.574033479322208,4.991946276314405,0
78,8,0,5.668469025270414,,0
78,9,3,6.674788811265032,4.283364911379736,0
79,0,2,4.407237129727052,3.820964246585798,0
79,1,6,6.88005461269277,4.260508260940713,0
79,2,7,1.3147908965225596,4.511036184862733,0
79,3,2,6.938412797392721,4.177959240260816,0
79,4,2,3.6008831868700684,4.2217194549598345,0
79,5,3,2.973177684642228,4.1594694569996635,0
79,6,2,10.202286632462794,4.567804021389932,0
80,0,0,8.188452148604451,4.710132492864602,0
80,1,1,3.424647028792519,4.9051198229840836,0
80,2,3,6.513271531317098,4.628622841234767,0
80,3,2,5.686719752392419,4.870661460758895,0
80,4,3,6.174771860820741,4.517508534881354,0
80,5,2,6.521434397897361,4.100817855625344,0
80,6,2,4.0718378164057185,,0
80,7,3,6.65942971081696,4.020516814471595,0
80,8,1,8.094622707455045,4.638021747143743,0
81,0,4,14.930265616224029,2.902993793849455,0
81,1,5,11.651692596074117,2.7264612685694303,0
81,2,4,12.523068227564274,,0
81,3,9,10.948969143379497,3.4351845105831114,0
81,4,8,14.57174260350846,2.9137289470652066,0
81,5,9,13.33101382308446,3.035918011416175,0
81,6,10,13.550466540331495,2.9155524907850587,0
81,7,9,9.827699257341157,,0
81,8,4,9.071899550443916,3.3353700711446295,0
82,0,5,14.604191653137507,3.1417790981639238,0
82,1,7,16.24611581067443,3.2368157746009696,0
