contract_id,seats_start,logins_total,active_users,renewed,seat_change
80,11,59.888888888888886,7.0,0,0
81,37,233.33333333333334,30.0,1,9
82,56,337.1111111111111,37.0,1,20
83,60,158.33333333333334,20.0,1,10
84,48,335.0,45.0,1,18
85,31,140.8,22.0,1,-5
86,21,29.6,4.0,0,1
87,24,100.58333333333333,17.0,0,6
88,27,212.66666666666666,22.0,1,2
89,13,23.4,3.0,1,6
90,25,32.666666666666664,4.0,1,11
91,14,15.5,2.0,1,4
92,13,66.375,9.0,1,5
93,8,33.142857142857146,4.0,0,3
94,29,86.77777777777777,11.0,0,7
95,53,192.2,31.0,1,-6
96,37,145.66666666666666,19.0,1,2
97,22,78.42857142857143,9.0,1,10
98,40,166.66666666666666,20.0,1,-1
99,26,32.0,4.0,0,5
100,95,654.5,85.0,1,10
101,24,18.3,3.0,1,1
102,12,49.333333333333336,6.0,1,0
103,17,117.0,13.0,1,-3
104,13,36.25,5.0,0,5
105,14,75.2,8.0,1,1
106,21,96.2,13.0,1,9
107,34,76.0,10.0,0,9
108,27,17.0,2.0,0,3
109,10,30.285714285714285,4.0,0,0
110,182,959.6363636363636,116.0,1,75
111,8,14.666666666666666,2.0,0,0
112,24,105.0,15.0,1,0
113,7,19.5,2.0,0,0
114,21,88.0,11.0,1,0
115,21,101.5,14.0,1,-1
116,40,241.66666666666666,29.0,1,15
117,11,60.0,9.0,1,0
118,7,28.875,3.0,0,2
119,105,128.57142857142858,20.0,1,49
120,5,15.555555555555555,2.0,0,1
121,15,37.22222222222222,5.0,0,3
122,15,51.6,6.0,0,4
123,6,16.0,2.0,1,0
124,39,144.0,18.0,1,3
125,24,78.0,10.0,0,10
126,30,153.0,17.0,1,-5
127,22,66.85714285714286,9.0,1,1
128,154,788.1818181818181,85.0,1,35
129,16,29.142857142857142,4.0,1,2
130,10,28.2,3.0,1,0
131,30,37.857142857142854,5.0,0,-4
132,87,324.8888888888889,34.0,1,-17
133,8,49.5,6.0,1,-1
134,8,33.75,5.0,1,3
135,48,227.33333333333334,31.0,1,-9
136,29,72.5,10.0,1,1
137,26,133.125,15.0,1,2
138,12,68.0,8.0,1,5
139,25,63.0,9.0,1,12
140,10,20.666666666666668,2.0,1,2
141,20,48.0,6.0,1,1
142,35,54.0,6.0,1,15
143,57,48.0,6.0,1,10
144,7,26.0,3.0,1,2
145,29,38.4,6.0,0,0
146,372,1328.0,166.0,1,-6
147,94,185.0,30.0,1,-14
148,9,41.111111111111114,5.0,0,3
149,16,40.0,4.0,1,5
150,28,31.11111111111111,4.0,0,0
151,25,85.55555555555556,10.0,1,7
152,31,141.0,15.0,1,7
153,70,546.6666666666666,60.0,1,-13
154,13,8.333333333333334,1.0,0,6
155,40,91.5,12.0,1,8
156,6,19.5,2.0,1,1
157,57,64.0,8.0,0,14
158,86,366.6666666666667,44.0,1,3
159,72,216.0,24.0,1,16
160,22,65.0,7.0,1,9
161,13,53.333333333333336,8.0,1,-2
162,21,15.2,2.0,0,-3
163,33,105.81818181818181,12.0,1,2
164,65,205.71428571428572,30.0,0,0
165,14,8.0,1.0,1,4
166,7,42.75,6.0,0,0
167,25,119.0,17.0,1,8
168,27,67.0,7.0,0,-1
169,77,86.0,10.0,1,-11
170,14,52.0,6.0,0,5
171,18,46.375,7.0,1,0
172,17,19.5,3.0,1,-3
173,35,24.0,3.0,0,0
174,23,83.57142857142857,13.0,1,5
175,41,121.72727272727273,13.0,1,12
176,21,97.71428571428571,12.0,1,4
177,9,53.2,7.0,1,4
178,21,75.71428571428571,10.0,1,7
179,21,48.75,6.0,1,0
180,34,46.42857142857143,5.0,0,7
181,35,150.0,25.0,1,15
182,42,280.0,35.0,1,8
183,39,64.0,8.0,1,1
184,38,140.8,22.0,1,12
185,177,686.2,94.0,1,57
186,27,130.0,15.0,1,7
187,6,37.6,4.0,1,2
188,38,27.0,3.0,1,-3
189,69,118.125,15.0,1,18
190,40,79.2,12.0,1,-1
191,18,68.8,8.0,1,6
192,6,22.8,3.0,1,1
193,16,44.0,5.0,1,5
194,33,197.8,23.0,1,4
195,21,162.66666666666666,16.0,1,0
196,32,42.5,5.0,0,1
197,35,102.0,12.0,1,-5
198,22,40.833333333333336,5.0,1,6
199,35,105.0,14.0,1,2
200,80,164.0625,21.0,1,7
201,20,49.0,7.0,1,5
202,69,65.0,10.0,0,23
203,18,133.875,17.0,1,0
204,17,99.66666666666667,13.0,1,6
205,28,139.33333333333334,19.0,1,0
206,16,75.0,10.0,1,0
207,36,43.75,7.0,1,-6
208,20,29.0,4.0,1,1
209,17,51.69230769230769,7.0,0,7
210,52,326.25,45.0,1,2
211,7,39.333333333333336,4.0,0,2
212,52,180.0,20.0,1,11
213,17,69.33333333333333,8.0,1,4
214,26,70.4,8.0,1,4
215,38,191.7,27.0,1,10
216,29,82.125,9.0,0,10
217,8,40.833333333333336,5.0,0,0
218,17,90.75,11.0,0,1
219,29,163.4,19.0,1,0
220,17,79.875,9.0,0,0
221,28,76.5,9.0,1,11
222,17,108.33333333333333,13.0,0,3
223,159,1181.25,135.0,1,67
224,10,13.6,2.0,1,1
225,11,59.0,7.0,1,0
226,43,205.33333333333334,22.0,1,2
227,8,25.5,3.0,1,1
228,14,58.0,8.0,1,1
229,8,8.076923076923077,1.0,0,0
230,27,49.77777777777778,7.0,0,0
231,59,218.75,35.0,1,21
232,57,304.8333333333333,31.0,1,-2
233,20,37.5,6.0,1,1
234,19,126.0,12.0,1,0
235,37,137.75,19.0,1,-5
236,10,51.0,7.0,1,1
237,22,23.76923076923077,3.0,1,4
238,82,389.42857142857144,47.0,1,26
239,38,60.57142857142857,8.0,1,13
240,51,22.5,3.0,1,-3
241,7,14.8,2.0,0,3
242,10,22.714285714285715,3.0,0,2
243,12,72.0,9.0,1,1
244,14,105.6,12.0,1,-2
245,12,26.4,3.0,1,5
246,37,121.42857142857143,17.0,1,13
247,72,100.8,16.0,1,27
248,18,16.4,2.0,1,6
249,32,23.4,3.0,1,-3
250,42,109.66666666666667,14.0,1,6
251,39,227.5,26.0,1,2
252,32,84.44444444444444,10.0,0,-4
253,30,69.71428571428571,8.0,1,1
254,8,24.75,3.0,1,1
255,14,55.0,8.0,1,3
256,13,77.0,11.0,0,3
257,39,132.0,33.0,1,5
258,36,151.71428571428572,18.0,0,16
259,9,58.666666666666664,8.0,0,1
260,9,49.375,5.0,1,3
261,19,98.66666666666667,12.0,1,0
262,22,46.2,7.0,0,-3
263,60,183.33333333333334,20.0,1,25
264,34,101.44444444444444,11.0,1,11
265,44,37.5,5.0,0,-4
266,21,156.75,19.0,1,0
267,8,22.8,3.0,1,1
268,14,39.0,6.0,0,-2
269,19,32.0,4.0,1,4
270,22,91.5,12.0,1,8
271,71,395.0,45.0,1,20
272,12,68.33333333333333,10.0,0,-1
273,25,34.0,4.0,1,-1
274,34,135.125,23.0,0,-3
275,14,87.0,9.0,1,0
276,17,76.8,8.0,1,5
277,69,262.8333333333333,38.0,1,0
278,31,126.0,14.0,1,5
279,11,21.0,3.0,1,-1
280,9,14.666666666666666,2.0,1,0
281,15,62.4,8.0,1,0
282,59,287.53846153846155,42.0,1,10
283,415,1711.25,185.0,1,169
284,42,94.0,12.0,1,-6
285,32,108.16666666666667,11.0,1,15
286,52,166.6,17.0,1,17
287,9,39.583333333333336,5.0,0,2
288,7,26.25,3.0,1,0
289,46,270.0,27.0,1,15
290,21,57.6,8.0,1,-3
291,21,38.0,5.0,0,-3
292,14,30.0,4.0,0,2
293,27,102.0,12.0,1,2
294,15,18.0,3.0,1,4
295,16,115.0,15.0,1,6
296,46,326.8,43.0,1,18
297,33,154.11111111111111,19.0,1,5
298,18,33.0,4.0,0,7
299,43,83.6,11.0,0,15
300,40,198.0,27.0,1,0
301,43,240.28571428571428,29.0,1,2
302,18,117.25,14.0,0,5
303,66,176.66666666666666,20.0,1,28
304,20,112.66666666666667,13.0,1,0
305,32,82.5,9.0,1,11
306,16,71.81818181818181,10.0,1,4
307,36,256.6666666666667,28.0,1,15
308,33,244.8,24.0,0,3
309,43,243.6,29.0,1,-4
310,57,320.6666666666667,37.0,1,17
311,6,15.5,2.0,0,0
312,72,387.2,44.0,1,0
313,9,34.0,4.0,1,3
314,63,221.875,25.0,1,30
315,56,114.28571428571429,16.0,1,22
316,41,161.33333333333334,22.0,0,3
317,24,27.0,5.0,1,-3
318,16,66.25,10.0,1,0
319,62,344.25,51.0,1,-10
320,24,109.57142857142857,13.0,0,3
321,50,54.0,9.0,1,22
322,24,57.75,7.0,1,-2
323,17,40.714285714285715,5.0,0,7
324,76,273.3333333333333,41.0,1,27
325,35,198.54545454545453,26.0,1,-3
326,26,130.0,15.0,1,10
327,8,51.75,6.0,0,0
328,32,264.5,23.0,1,0
329,14,33.6,6.0,1,5
330,25,13.333333333333334,2.0,0,-2
331,11,54.0,9.0,0,-1
332,86,522.0,58.0,1,18
333,6,18.88888888888889,2.0,0,2
334,18,27.428571428571427,4.0,0,0
335,17,77.0,8.0,1,0
336,44,75.83333333333333,10.0,1,8
337,26,16.444444444444443,2.0,0,0
338,9,14.6,2.0,0,1
339,44,186.33333333333334,26.0,1,0
340,33,177.33333333333334,28.0,1,15
341,6,30.0,3.0,1,0
342,21,36.857142857142854,6.0,1,-1
343,7,18.0,2.0,0,0
344,26,136.25,15.0,0,12
345,16,58.333333333333336,7.0,1,7
346,31,92.0,9.0,1,-1
347,28,148.14285714285714,17.0,1,3
348,41,301.84615384615387,36.0,1,7
349,104,162.5,20.0,1,14
350,16,78.0,12.0,1,-2
351,13,39.2,7.0,1,2
352,9,55.0,5.0,1,1
353,84,236.66666666666666,30.0,1,-12
354,24,43.0,5.0,0,2
355,19,70.66666666666667,8.0,1,4
356,51,253.33333333333334,38.0,1,0
357,29,86.4,12.0,1,12
358,39,253.8,27.0,1,2
359,35,196.8,24.0,1,-5
360,22,48.0,6.0,0,-3
361,11,51.333333333333336,7.0,1,4
362,61,34.4,4.0,1,-8
363,17,90.0,12.0,1,-1
364,11,58.0,8.0,1,2
365,36,182.0,26.0,1,6
366,28,76.5,9.0,1,13
367,13,111.0,12.0,1,4
368,34,159.125,19.0,1,12
369,56,142.5,19.0,1,17
370,23,96.44444444444444,14.0,1,-2
371,53,153.14285714285714,16.0,1,-9
372,31,248.5,28.0,1,13
373,25,101.4,13.0,0,10
374,22,53.666666666666664,7.0,0,3
375,10,24.375,3.0,0,2
376,18,16.571428571428573,2.0,0,-2
377,12,50.55555555555556,7.0,1,3
378,13,37.0,6.0,0,6
379,35,198.8,28.0,1,-1
380,20,32.57142857142857,4.0,1,4
381,21,126.0,14.0,1,-2
382,34,57.0,9.0,1,6
383,209,818.625,111.0,1,-9
384,54,332.1,41.0,1,23
385,6,14.4,2.0,1,2
386,51,282.2857142857143,38.0,1,18
387,36,244.88888888888889,29.0,1,8
388,16,52.5,7.0,1,6
389,20,67.2,8.0,0,3
390,46,114.75,17.0,1,16
391,17,58.4,8.0,1,-2
392,36,105.6,11.0,1,0
393,48,330.0,42.0,1,0
394,40,262.5,35.0,1,4
395,16,69.22222222222223,7.0,1,7
396,14,42.75,6.0,1,2
397,44,266.6666666666667,32.0,1,11
398,16,24.9,3.0,1,-1
399,23,66.85714285714286,9.0,0,3
400,29,132.57142857142858,16.0,1,-3
401,16,79.2,12.0,0,7
402,34,215.42857142857142,26.0,1,-1
403,17,71.5,11.0,1,5
404,14,66.85714285714286,9.0,0,1
405,70,160.0,24.0,1,32
406,21,77.0,11.0,1,1
407,44,137.84615384615384,14.0,1,1
408,13,20.0,2.0,1,1
409,42,248.0,31.0,1,2
410,23,93.5,11.0,1,-2
411,29,83.6,11.0,0,2
412,125,162.5,25.0,1,51
413,19,128.0,16.0,1,0
414,5,21.0,3.0,1,1
415,61,139.33333333333334,19.0,1,-3
416,25,136.0,17.0,1,7
417,49,324.0,36.0,1,0
418,16,15.0,2.0,1,0
419,23,81.6,12.0,1,4
420,89,442.0,68.0,1,3
421,26,101.83333333333333,13.0,1,11
422,50,64.8,12.0,1,-7
423,37,60.57142857142857,8.0,0,5
424,14,25.333333333333332,4.0,1,5
425,16,21.6,4.0,1,5
426,8,0.0,0.0,0,2
427,36,70.0,10.0,1,4
428,9,37.0,5.0,1,0
429,57,60.375,7.0,1,0
430,25,178.5,21.0,1,7
431,46,78.0,13.0,1,7
432,21,80.0,10.0,0,8
433,18,25.5,3.0,0,2
434,24,120.0,18.0,1,11
435,5,16.8,2.0,0,1
436,40,166.5,18.0,1,14
437,15,36.25,5.0,0,-2
438,16,75.16666666666667,11.0,0,-1
439,6,7.5,1.0,0,1
440,9,17.0,3.0,0,0
441,23,16.6,2.0,1,-4
442,20,79.75,11.0,0,3
443,57,288.0,36.0,1,19
444,44,260.0,26.0,1,7
445,25,99.0,11.0,1,-1
446,28,144.0,16.0,1,-1
447,46,229.1,29.0,1,10
448,7,40.0,6.0,1,-1
449,9,9.5,1.0,0,0
450,17,61.0,8.0,1,-2
451,13,40.0,7.0,1,1
452,28,140.72727272727272,18.0,1,11
453,35,240.28571428571428,29.0,1,13
454,137,481.3333333333333,76.0,1,27
455,32,212.5,25.0,1,6
456,40,104.57142857142857,12.0,1,-5
457,6,23.4,3.0,0,0
458,10,38.333333333333336,5.0,1,-1
459,13,40.8,6.0,1,-2
460,21,147.25,19.0,1,-2
461,54,207.83333333333334,29.0,1,26
462,32,195.5,23.0,1,-3
463,78,302.375,41.0,1,26
464,65,110.0,20.0,1,0
465,62,212.5,25.0,1,0
466,35,99.0,9.0,0,11
467,62,217.0,21.0,1,-2
468,9,25.636363636363637,3.0,0,1
469,16,110.5,13.0,1,5
470,126,258.125,35.0,1,2
471,74,85.33333333333333,16.0,0,24
472,16,87.0,12.0,0,5
473,12,81.66666666666667,10.0,1,5
474,39,159.5,22.0,1,0
475,24,49.0,5.0,1,8
476,10,69.0,9.0,1,1
477,24,72.0,9.0,1,-4
478,59,358.75,35.0,1,-2
479,20,46.2,6.0,1,6
480,7,34.285714285714285,5.0,1,0
481,16,75.6,9.0,0,5
482,17,75.42857142857143,8.0,0,4
483,13,96.0,12.0,1,3
484,10,62.0,8.0,0,1
485,53,266.875,35.0,1,20
486,121,171.0,24.0,1,-4
487,44,66.0,10.0,1,0
488,29,36.0,4.0,1,5
489,147,599.5555555555555,76.0,1,65
490,35,115.55555555555556,16.0,1,9
491,117,693.0,105.0,1,40
492,31,182.0,21.0,1,-4
493,20,64.0,7.0,1,0
494,13,58.90909090909091,8.0,1,2
495,8,16.0,2.0,0,0
496,19,93.5,11.0,1,3
497,17,71.0,8.0,1,8
498,10,16.22222222222222,2.0,1,1
499,37,14.333333333333334,2.0,1,-2
500,9,30.666666666666668,4.0,1,2
501,19,43.38461538461539,6.0,1,5
502,49,168.66666666666666,22.0,1,-9
503,121,340.0,40.0,1,11
504,6,7.888888888888889,1.0,0,0
505,29,41.0,6.0,1,-5
506,55,245.33333333333334,32.0,1,10
507,12,13.5,3.0,0,0
508,40,280.0,28.0,1,10
509,57,182.4,24.0,1,24
510,17,63.75,10.0,1,7
511,11,52.18181818181818,7.0,1,0
512,202,1150.25,107.0,1,-28
513,29,185.0,20.0,1,-4
514,8,0.0,0.0,0,0
515,31,88.0,11.0,1,11
516,26,72.0,8.0,1,-2
517,13,10.0,1.0,1,-1
518,29,90.0,12.0,1,0
519,17,34.22222222222222,4.0,1,2
520,94,501.42857142857144,54.0,1,29
521,20,57.333333333333336,6.0,0,3
522,33,63.0,9.0,1,0
523,36,57.0,8.0,0,6
524,13,77.0,11.0,1,-2
525,35,168.0,21.0,1,15
526,27,70.875,9.0,0,4
527,39,230.44444444444446,34.0,1,9
528,40,90.0,12.0,1,-1
529,72,413.6,44.0,1,28
530,51,146.25,15.0,0,10
531,11,8.166666666666666,1.0,1,-2
532,29,32.44444444444444,4.0,0,7
533,16,29.142857142857142,4.0,1,0
534,12,84.33333333333333,11.0,1,0
535,6,16.0,2.0,0,0
536,299,1641.6666666666667,197.0,1,60
537,16,70.0,10.0,1,3
538,21,83.0,10.0,1,-1
539,29,92.57142857142857,12.0,1,3
540,17,15.714285714285714,2.0,1,0
541,19,98.0,14.0,0,1
542,14,57.857142857142854,9.0,1,5
543,27,92.625,13.0,1,-1
544,38,134.0,16.0,1,-6
545,41,0.0,0.0,0,11
546,18,52.2,6.0,0,6
547,11,22.5,3.0,0,-1
548,16,54.4,8.0,0,2
549,71,258.75,30.0,1,30
550,32,28.2,3.0,1,1
551,29,106.66666666666667,16.0,0,12
552,36,177.66666666666666,26.0,1,16
553,12,58.333333333333336,7.0,1,0
554,17,41.0,5.0,0,7
555,63,285.0,38.0,1,-2
556,11,37.916666666666664,5.0,1,4
557,15,105.0,12.0,1,4
558,8,7.428571428571429,1.0,0,2
559,45,90.44444444444444,11.0,0,1
560,45,137.2,14.0,1,-3
561,7,31.285714285714285,3.0,1,2
562,25,119.0,17.0,1,9
563,52,337.3333333333333,46.0,1,11
564,43,84.0,12.0,0,20
565,17,76.25,10.0,0,7
566,16,73.6,8.0,0,1
567,14,95.0,10.0,1,2
568,24,70.0,10.0,1,10
569,68,176.0,22.0,1,29
570,12,0.0,0.0,0,0
571,15,33.333333333333336,4.0,0,2
572,29,15.2,2.0,1,8
573,40,208.63636363636363,27.0,1,17
574,31,93.16666666666667,13.0,1,3
575,13,42.5,5.0,1,0
576,17,121.875,13.0,1,0
577,67,279.0,36.0,1,-1
578,169,1043.25,107.0,1,-31
579,22,115.2,18.0,1,3
580,30,66.0,8.0,1,3
581,306,2194.8888888888887,238.0,1,-37
582,44,75.25,7.0,1,4
583,9,8.6,1.0,1,3
584,23,100.83333333333333,11.0,0,1
585,17,44.54545454545455,5.0,1,4
586,13,71.42857142857143,10.0,1,4
587,16,64.0,9.0,0,0
588,19,113.33333333333333,17.0,1,-1
589,44,312.0,32.0,1,-2
590,36,184.0,24.0,1,-2
591,15,40.0,5.0,1,1
592,59,342.25,37.0,1,-11
593,6,30.0,5.0,1,2
594,40,25.285714285714285,3.0,1,0
595,197,887.5,100.0,1,22
596,14,5.6,1.0,1,3
597,58,285.0,40.0,1,7
598,13,51.625,7.0,1,2
599,11,43.5,6.0,1,4
600,36,225.4,23.0,0,5
601,25,86.66666666666667,12.0,1,6
602,12,56.4,6.0,1,-2
603,16,104.0,13.0,1,7
604,22,76.0909090909091,9.0,1,0
605,25,124.0,12.0,1,3
606,8,40.0,4.0,1,2
607,11,54.666666666666664,8.0,0,1
608,109,220.0,30.0,1,-21
609,53,212.57142857142858,31.0,1,-8
610,8,0.0,0.0,0,1
611,17,61.6,7.0,0,0
612,25,120.71428571428571,13.0,0,2
613,8,17.0,2.0,0,3
614,10,36.666666666666664,5.0,1,2
615,68,419.55555555555554,59.0,1,1
616,67,405.0,54.0,1,9
617,18,33.333333333333336,4.0,1,8
618,40,69.0,9.0,1,2
619,18,94.6,11.0,1,7
620,40,214.5,22.0,1,-7
621,17,84.61538461538461,11.0,1,1
622,35,229.0909090909091,28.0,1,14
623,11,61.44444444444444,7.0,1,3
624,157,463.57142857142856,59.0,1,-26
625,27,35.0,4.0,1,6
626,40,218.66666666666666,24.0,1,14
627,24,105.77777777777777,14.0,1,9
628,30,150.0,20.0,1,9
629,101,579.6666666666666,74.0,1,37
630,9,31.333333333333332,4.0,0,0
631,35,189.28571428571428,25.0,1,-1
632,12,66.0,9.0,1,0
633,9,42.285714285714285,4.0,0,-1
634,31,88.0,11.0,1,13
635,26,136.25,15.0,1,10
636,69,198.0,27.0,1,-11
637,23,122.5,14.0,1,9
638,47,288.75,35.0,1,20
639,24,146.25,18.0,1,6
640,19,30.0,3.0,1,9
641,33,20.625,3.0,1,-1
642,10,23.666666666666668,3.0,0,1
643,16,51.2,8.0,0,1
644,48,205.33333333333334,24.0,1,-1
645,30,78.57142857142857,10.0,0,1
646,12,47.142857142857146,5.0,0,3
647,46,206.66666666666666,31.0,1,-5
648,14,64.0,8.0,1,0
649,24,40.0,5.0,1,9
650,164,504.0,84.0,1,60
651,26,121.2,12.0,0,-4
652,52,58.0,8.0,1,4
653,43,144.5,34.0,1,16
654,21,86.25,10.0,1,-1
655,12,38.0,4.0,1,4
656,21,136.0,16.0,1,-2
657,9,26.7,3.0,1,1
658,27,177.5,20.0,1,-2
659,23,158.0,16.0,1,0
660,47,99.375,15.0,1,17
661,33,213.2,26.0,1,-3
662,21,98.6,17.0,1,0
663,7,23.0,3.0,0,1
664,17,120.75,14.0,1,-2
665,25,34.285714285714285,4.0,1,2
666,20,19.0,2.0,1,3
667,13,18.666666666666668,2.0,0,1
668,94,108.0,14.0,1,20
669,15,38.57142857142857,6.0,1,4
670,33,110.4,12.0,1,-1
671,7,25.90909090909091,3.0,1,2
672,40,245.0,30.0,1,-6
673,205,1092.0,130.0,1,31
674,36,208.0,26.0,1,2
675,46,268.22222222222223,34.0,1,-4
676,77,464.125,47.0,1,-4
677,10,42.0,6.0,0,3
678,7,32.0,4.0,0,2
679,70,332.5,38.0,1,11
680,23,146.66666666666666,16.0,1,-3
681,43,248.57142857142858,30.0,1,14
682,32,120.72727272727273,16.0,1,1
683,36,232.0,29.0,1,-3
684,7,38.0,4.0,0,-1
685,10,39.0,5.0,0,3
686,47,413.6,44.0,1,-8
687,74,189.28571428571428,25.0,1,-5
688,96,189.0,21.0,1,-10
689,14,22.2,3.0,1,6
690,17,72.5,10.0,1,4
691,26,41.333333333333336,6.0,1,-1
692,79,135.66666666666666,11.0,1,13
693,129,486.0,54.0,1,-12
694,41,218.66666666666666,32.0,1,16
695,11,59.333333333333336,6.0,1,5
696,12,98.57142857142857,10.0,1,0
697,12,69.0,9.0,1,-1
698,12,43.5,6.0,1,4
699,16,48.0,7.0,0,-2
700,14,88.0,12.0,1,0
701,9,29.0,3.0,1,1
702,10,0.0,0.0,1,2
703,74,148.0,20.0,1,-12
704,16,59.5,7.0,0,3
705,27,101.2,11.0,1,12
706,22,154.28571428571428,20.0,1,-4
707,14,54.0,9.0,1,4
708,19,129.77777777777777,16.0,1,-1
709,24,157.33333333333334,16.0,1,-3
710,20,94.8,12.0,1,5
711,19,33.714285714285715,4.0,1,8
712,33,27.333333333333332,4.0,0,16
713,12,30.0,4.0,0,2
714,47,112.0,12.0,1,8
715,37,128.85714285714286,22.0,1,1
716,79,233.28571428571428,23.0,1,-9
717,29,89.14285714285714,12.0,1,2
718,32,186.66666666666666,20.0,1,12
719,25,112.2,17.0,1,4
720,10,33.42857142857143,4.0,1,-1
721,18,62.666666666666664,8.0,1,-2
722,5,35.0,4.0,0,0
723,11,42.0,5.0,1,-1
724,26,233.2,22.0,1,-3
725,24,62.0,7.0,1,2
726,40,149.22222222222223,17.0,1,10
727,18,21.333333333333332,2.0,1,0
728,30,162.22222222222223,20.0,1,0
729,23,15.5,2.0,0,6
730,40,185.0,25.0,1,-7
731,33,75.71428571428571,10.0,1,4
732,74,152.25,21.0,1,24
733,35,243.0,27.0,1,4
734,26,148.2,19.0,1,9
735,6,25.6,4.0,1,0
736,36,75.375,9.0,1,-3
737,28,37.5,6.0,1,9
738,75,348.75,45.0,1,23
739,14,58.285714285714285,6.0,1,-2
740,7,16.181818181818183,2.0,0,2
741,64,96.77777777777777,13.0,1,3
742,47,152.0,19.0,1,6
743,15,14.75,2.0,1,0
744,92,588.0,72.0,1,20
745,20,45.76923076923077,5.0,0,-2
746,35,155.25,27.0,1,-3
747,204,605.0769230769231,69.0,1,-16
748,14,64.0,8.0,0,3
749,20,93.5,11.0,1,-3
750,15,67.5,9.0,0,6
751,45,48.0,6.0,0,4
752,74,340.0,34.0,1,10
753,32,150.75,18.0,1,13
754,5,17.75,2.0,1,0
755,19,133.16666666666666,17.0,1,0
756,8,30.0,5.0,1,0
757,40,265.0,35.0,1,4
758,64,105.0,15.0,1,15
759,11,73.5,9.0,1,2
760,23,43.0,5.0,1,3
761,34,217.5,25.0,0,-4
762,23,122.77777777777777,13.0,1,7
763,22,49.5,6.0,1,7
764,19,100.1,13.0,1,3
765,8,16.444444444444443,2.0,1,0
766,16,70.0,6.0,0,0
767,49,240.42857142857142,33.0,1,12
768,19,68.0,8.0,1,2
769,43,236.25,27.0,1,9
770,12,47.0,6.0,1,0
771,16,89.14285714285714,12.0,1,6
772,353,2337.5,275.0,1,165
773,7,25.875,3.0,1,1
774,17,85.0,10.0,1,7
775,24,85.8,13.0,1,3
776,44,202.66666666666666,24.0,1,7
777,13,88.0,11.0,1,-2
778,32,52.0,6.0,0,12
779,21,147.25,19.0,1,8
780,14,48.0,6.0,0,0
781,28,77.5,10.0,0,3
782,108,304.0,38.0,1,-20
783,12,74.28571428571429,10.0,0,4
784,20,122.0,14.0,1,3
785,47,210.0,21.0,1,0
786,13,65.625,7.0,1,-1
787,28,56.57142857142857,9.0,1,13
788,14,42.0,4.0,1,2
789,11,8.75,1.0,0,-1
790,39,199.8,27.0,1,10
791,12,28.5,3.0,1,4
