contract_id,company_id,company_size,industry,region,growth_rate,annual_revenue,sales_process_maturity,crm_maturity_score,seats_start,plan_tier,price_per_seat,discount_pct,contract_value,duration_months
47,749,163,finance,NA,0.07544985195486147,28725210.08306327,-0.20447122098612153,0.574996905246146,32,Basic,25,0.1734201342845569,661.2638925723545,6
48,727,91,manufacturing,NA,0.03557379318677721,12728990.26730208,1.341475915530881,0.5976002013099193,14,Basic,25,0.11035021366240234,311.37742521815915,8
49,73,128,healthcare,EU,0.05448760718496906,16087863.767350543,0.1973157074055956,0.6331982848931791,28,Basic,25,0.14351690705315773,599.5381650627896,10
50,622,61,manufacturing,NA,0.11171100630313463,8750732.816066785,0.08382662792936094,0.2582108326510352,13,Professional,60,0.21400084451911092,613.0793412750935,6
51,102,573,tech,NA,0.08495309654525408,129881058.45702082,-0.8696630812746944,0.3256403815171687,83,Enterprise,120,0.27762666857463075,7194.838380996678,6
52,870,3219,finance,NA,0.06974385966971934,469850242.397504,-0.6373077470287948,0.3112015365410974,399,Basic,25,0.15850140344914018,8393.948500594826,7
53,585,489,manufacturing,EU,0.07457941291098402,53655128.34832393,-0.6256772874962124,0.6216807712363649,64,Basic,25,0.273943501713215,1161.690397258856,6
54,419,16,tech,NA,0.09641496024129204,2126321.3525030827,-1.326472128311083,0.4927084375437252,5,Professional,60,0.4238370920239331,172.84887239282006,8
55,472,541,healthcare,APAC,0.0746332571760509,98427655.45208228,-0.7859860326349823,0.2833924237746927,77,Basic,25,0.03787507310538384,1852.090484272136,8
56,763,217,manufacturing,NA,0.09705759586835686,27782491.749504972,-0.6315777291653314,0.5143106011968069,31,Enterprise,120,0.1470513803630711,3172.9688650493754,7
57,113,32,manufacturing,NA,0.11220812772934341,3799498.640477205,-1.0021874557814727,0.43628690960846955,7,Basic,25,0.12326085187555397,153.42935092177805,3
58,378,199,retail,APAC,-0.002959975488432215,23200131.822663862,-0.413465161123276,0.4361487118579668,28,Basic,25,0.12347742219628739,613.5658044625987,8
59,312,243,healthcare,NA,0.06623814955576848,31077564.89030894,0.23007075919140207,0.6366531500921614,39,Professional,60,0.2161544146613235,1834.198669692503,4
60,329,99,healthcare,NA,0.0665039677780758,8090649.421055772,0.849102110743144,0.6709223325917708,14,Professional,60,0.05191564701004047,796.390856511566,4
61,338,18,manufacturing,APAC,0.09286203725912032,1910224.3362611204,0.007063158628176452,0.3453546237465907,9,Professional,60,0.2807183013280674,388.4121172828436,6
62,237,104,healthcare,NA,0.02492347383394003,13321932.110787185,-0.9539394193966448,0.280934652080785,25,Basic,25,0.04999105039180973,593.7555935051189,10
63,172,91,healthcare,APAC,0.1472725389133247,11490445.65432351,-0.31984752325484395,0.7702234410812142,18,Basic,25,0.22559339359327504,348.48297288302626,8
64,78,100,healthcare,EU,0.09860972414230505,12058373.736300875,-0.13944627568099954,0.5558625801805623,16,Enterprise,120,0.09869421119028611,1730.5071145146508,6
65,463,474,tech,EU,0.0774822771396252,72946475.4229439,-1.2376624223272978,0.345236465716256,67,Professional,60,0.46355988786972574,2156.4892507637023,8
66,897,48,manufacturing,APAC,0.1779524289318681,5688113.763666998,1.7246966497611085,0.7142058747143626,9,Basic,25,0.3621890558803156,143.50746242692898,8
67,604,49,finance,APAC,0.09996968245638542,5089537.266764332,-0.6243453897132241,0.37872487362393337,13,Professional,60,0.13486008975160746,674.8091299937462,6
68,963,202,finance,NA,0.152388018212069,22155945.518616896,-1.0565576427602528,0.44944625435658825,27,Professional,60,0.17304620214833646,1339.665152519695,4
69,500,56,finance,EU,0.07958964859239909,6299525.6803597445,0.570612997219531,0.6857404258988483,15,Professional,60,0.3164793512689962,615.1685838579034,10
70,561,828,tech,EU,0.058066498205769534,78028239.91959533,0.08568716140335904,0.4737528144966157,90,Basic,25,0.36720280034513014,1423.793699223457,6
71,284,68,retail,EU,0.13827491543194603,8611952.256758163,-0.46440426230938764,0.49737951875016234,15,Professional,60,0.4174179192163237,524.3238727053088,7
72,222,147,retail,APAC,0.1380391085926423,26677272.35644191,0.7441919714999368,0.36636224408369106,16,Basic,25,0.4000158196544229,239.99367213823083,8
73,592,256,healthcare,APAC,0.0666693708509574,23537181.73211122,-0.04282338131157488,0.6585958546936808,34,Professional,60,0.13677426273852877,1760.9805040134013,8
74,265,243,tech,NA,0.14035847578966112,20256206.01209024,1.192507512477975,0.7347513466694244,30,Basic,25,0.2940467023248658,529.4649732563506,6
75,666,78,tech,APAC,0.08454710153177397,11103190.928856805,0.8481742126666681,0.6863848244457297,9,Professional,60,0.22236210634770695,419.92446257223827,9
76,372,49,healthcare,NA,0.07322922648298903,4314990.028678116,0.1600182258527877,0.686467479586115,9,Basic,25,0.3624810186283698,143.4417708086168,7
77,232,80,healthcare,NA,0.0786547021628099,6647872.734210086,-1.9701038177118355,0.5701923470950712,17,Basic,25,0.3311934331983324,284.24279089070876,6
78,910,88,finance,NA,0.14232035639182627,10031062.795512706,-0.5353350870162231,0.546131341235505,16,Basic,25,0.13865584418038143,344.53766232784744,10
79,827,329,healthcare,APAC,0.14100824970158005,26190675.472300958,-0.062004009366031745,0.5247045173325166,44,Basic,25,0.3817805079065549,680.0414413027897,7
80,235,45,healthcare,NA,0.033665273496111134,4425004.661917579,0.7307641190665245,0.4272533202261403,11,Basic,25,0.0662215122759293,256.7890841241194,9
81,670,284,retail,NA,0.1904780378693345,31799396.415629536,-0.6967718184295749,0.41190586860208145,37,Basic,25,0.20562534356877368,734.7965571988843,9
82,916,429,healthcare,EU,0.13061023936158336,44584340.343890496,-0.1755639454992155,0.6262298418703109,56,Enterprise,120,0.24774952747115964,5055.123175393807,9
83,827,329,healthcare,APAC,0.14100824970158005,26190675.472300958,-0.062004009366031745,0.5247045173325166,60,Professional,60,0.400300024801962,2158.919910712937,12
84,762,290,finance,NA,0.03857600514182679,38633283.135638475,0.8953554307625996,0.5437831883832206,48,Professional,60,0.15433048420228632,2435.5282054974155,9
85,313,217,retail,APAC,0.039094569602480915,33952467.33353251,0.49774308909139425,0.4430684042275161,31,Basic,25,0.2406099121254529,588.527318102774,5
86,936,148,healthcare,EU,0.10433113461025609,14177092.920164311,-0.6039806259692295,0.35425384026511114,21,Basic,25,0.1066776211214648,468.99424891123095,5
87,941,120,tech,EU,0.08409870847927156,12656036.255934685,-0.46649537922819795,0.456516773161295,24,Basic,25,0.3717400350010766,376.955978999354,12
88,812,286,manufacturing,EU,0.02156624057857047,30376600.349767268,1.7388513518533313,0.8162827927146505,27,Professional,60,0.3480678500868004,1056.1300828593833,3
89,379,68,finance,NA,0.013707016086259557,9272294.546661783,0.26028050658288615,0.4737824834876746,13,Basic,25,0.06983885399242132,302.3023724524631,5
90,793,193,manufacturing,APAC,0.15623839456188385,31506458.594175503,-0.9266983088473107,0.23665329976102484,25,Professional,60,0.11688718731099773,1324.6692190335034,6
91,613,88,finance,NA,0.0978935861912341,10739837.96348394,-0.006521315229458062,0.5479194205442129,14,Basic,25,0.23246870820618043,268.63595212783684,8
92,562,60,finance,EU,0.1519554883758226,6788110.849458046,-0.9254246260595873,0.2946807534194746,13,Enterprise,120,0.18121485627400502,1277.3048242125521,8
93,419,16,tech,NA,0.09641496024129204,2126321.3525030827,-1.326472128311083,0.4927084375437252,8,Basic,25,0.19110971538570207,161.77805692285958,7
94,51,177,manufacturing,EU,0.11684849251239013,21977870.109085932,-0.8671302157109003,0.3684882552577722,29,Basic,25,0.046329222544797224,691.411313655022,9
95,720,406,tech,EU,0.15055526063358807,66693653.762264326,1.9541574337502863,0.798246471009403,53,Professional,60,0.1160401567790314,2810.99230144268,5
96,818,277,healthcare,NA,0.077710508307377,34413387.06178379,0.39379729821625153,0.5022047831416003,37,Enterprise,120,0.039071513120345076,4266.522481745668,9
97,642,118,healthcare,EU,0.08996296721454157,16798617.913686365,-0.8476339286190848,0.23218469644595618,22,Professional,60,0.14912677322302648,1123.1526593456051,7
98,508,286,tech,APAC,0.0848742806170032,44489313.72501471,-1.3510743662080213,0.3155611610277748,40,Basic,25,0.021712698661441,978.287301338559,9
99,781,198,healthcare,NA,0.003953408205264283,20424211.145814776,-0.6497652268482671,0.4924103720925526,26,Professional,60,0.19657501948645925,1253.3429696011235,3
100,944,852,tech,APAC,0.10089651762920589,129745313.01397397,0.32405702822156063,0.5244016300250604,95,Enterprise,120,0.10910534312050135,10156.199088426285,10
101,204,165,finance,EU,0.1597115847235856,26419710.147756778,-0.9564363768180087,0.5160329846700143,24,Basic,25,0.1684907232344699,498.90556605931806,10
102,730,45,retail,NA,0.07324816678042016,3584809.2280318136,1.230874513154735,0.6768369240988197,12,Basic,25,0.20901792161181937,237.2946235164542,9
103,256,64,manufacturing,APAC,0.05673580638036088,8051683.852438474,0.8868873900973003,0.6779879798761939,17,Professional,60,0.25931167327704613,755.5020932574129,6
104,184,91,tech,NA,0.10756158941032597,7738663.209014759,-2.211861911329507,0.23525630370068693,13,Enterprise,120,0.25731353748869146,1158.5908815176413,4
105,144,32,healthcare,NA,0.0911743783459265,3875488.8197271437,-0.22320225463480511,0.6510459306285037,14,Professional,60,0.23285102936400934,644.4051353342321,5
106,689,91,finance,NA,0.21340306658964958,6941908.071145485,0.6124687940136023,0.6905819688006509,21,Enterprise,120,0.03465552264330886,2432.6680829388615,5
107,993,261,finance,NA,0.057002996616528884,42989347.49126409,-0.21220896990115168,0.5360993438956854,34,Basic,25,0.40841513418691544,502.84713594112185,5
108,13,181,finance,NA,0.21907226938380558,32882566.82026151,-0.9399031011088647,0.20368914989470974,27,Professional,60,0.12121192837828147,1423.6366760271842,2
109,245,31,tech,NA,0.06963724746031065,3356643.779061442,0.10435593752321293,0.6110414977466102,10,Professional,60,0.17077437241881582,497.53537654871053,7
110,186,1554,tech,APAC,0.16211862814639272,189596465.39826474,-1.423957152450145,0.3921400997094221,182,Professional,60,0.20190043054429962,8715.247298456248,11
111,336,28,tech,APAC,-0.0005316736939819516,3696404.992736498,0.5006657213812097,0.7214457719483324,8,Professional,60,0.1850707069986984,391.1660606406248,3
112,258,135,retail,EU,0.11730577265774747,10048010.612419076,-2.6042138566271342,0.19758425067676108,24,Enterprise,120,0.24732734866659395,2167.6972358402095,4
113,865,27,retail,EU,0.08125123762860431,4512978.77854869,-0.3078084711388841,0.38375893933785615,7,Basic,25,0.21008863810928405,138.2344883308753,4
114,39,74,retail,NA,0.1235742776013615,2911473.834450969,-1.7690759048891183,0.2781777913342812,21,Basic,25,0.30262762296977586,366.12049794086766,7
115,600,119,manufacturing,APAC,0.13205301347059045,11767799.760082625,-1.876552706041874,0.14772726262171165,21,Basic,25,0.36241130031407925,334.7340673351084,8
116,636,250,tech,NA,0.1505755245716176,29312169.878474023,0.19063559126502433,0.4254324393137036,40,Professional,60,0.18667629975607333,1951.976880585424,6
117,961,52,tech,EU,0.0916170508685448,2983909.6397467665,-0.6085897232397004,0.5958443458410921,11,Basic,25,0.15019767053765495,233.6956406021449,9
118,417,21,finance,EU,0.11339856719125674,2793501.537785231,0.3405892164004968,0.3772341550791344,7,Professional,60,0.1932938493741541,338.8165832628553,8
119,985,761,tech,EU,0.13913484361233322,73551916.73608935,-0.9600462952794637,0.36478034343652177,105,Basic,25,0.34268409777971415,1725.4542433282504,7
120,350,19,retail,NA,0.13012227064547044,3005192.1443513264,1.0599363840466218,0.7028948132600248,5,Basic,25,0.08137577193609026,114.82802850798872,9
121,8,91,retail,APAC,0.16103203493460816,11245200.597315842,0.6592456684324051,0.48328989062279676,15,Professional,60,0.22752437646391108,695.22806118248,9
122,349,84,tech,APAC,0.07673764736828644,5551916.527249789,-0.3920126399191296,0.6655652414020493,15,Professional,60,0.006067059108177553,894.5396468026403,10
123,83,21,finance,APAC,0.09069545108587804,2724740.2819833495,-2.296180953137238,0.12917192458800644,6,Basic,25,0.1715399467331371,124.26900799002944,6
124,532,244,finance,NA,0.1344590237823443,38916624.893522955,0.5555126463422483,0.5615932347951677,39,Professional,60,0.13529538202580593,2023.408806059614,7
125,988,179,finance,NA,0.1504701982637621,29587468.36261638,-1.1302037246739238,0.4296053985574455,24,Basic,25,0.37116664239296104,377.3000145642234,5
126,792,132,tech,APAC,0.13347381687548684,20183909.952770665,-0.41299782214343406,0.4973381605820627,30,Basic,25,0.13424308839719956,649.3176837021003,5
127,357,107,finance,NA,0.026157791931874105,15568482.070445089,0.14338846734225108,0.6489436256120648,22,Basic,25,0.14468662546091657,470.42235599649587,7
128,377,1143,retail,APAC,0.11505179273361767,120795993.08507602,-1.3260476860820383,0.2846694846823569,154,Professional,60,0.1698490364327256,7670.594903361615,11
129,171,126,retail,NA,0.12773753772176222,21756214.815683465,-0.07595102364252276,0.45241129510080536,16,Basic,25,0.2195188260290053,312.1924695883979,7
130,24,75,manufacturing,APAC,0.1567758145481519,11493085.971336855,-3.0195121558208253,0.1088064477845093,10,Enterprise,120,0.08485108824719473,1098.1786941033663,5
131,392,205,finance,APAC,0.13721788941031376,24867379.25136463,-1.496529255090079,0.6670469863220956,30,Professional,60,0.21592898176129255,1411.3278328296733,7
132,102,573,tech,NA,0.08495309654525408,129881058.45702082,-0.8696630812746944,0.3256403815171687,87,Basic,25,0.22716249729574042,1680.9215683817645,9
133,701,34,finance,EU,0.15614460616519626,3294305.876924386,1.090980425185967,0.7413624790107535,8,Basic,25,0.10652994105565636,178.69401178886872,4
134,235,45,healthcare,NA,0.033665273496111134,4425004.661917579,0.7307641190665245,0.4272533202261403,8,Basic,25,0.2794537958578148,144.10924082843704,8
135,409,356,tech,APAC,0.09016883077133826,42095983.158043504,-1.1482632887526183,0.3038437477484647,48,Professional,60,0.4646606980944721,1541.7771894879204,6
136,824,139,finance,APAC,0.08668382838285763,29505191.6664507,-0.05240445057746945,0.6114756119398035,29,Professional,60,0.04888931064296984,1654.9325994812325,8
137,548,223,manufacturing,NA,0.13043423708344506,23461584.660124935,1.0213832954293984,0.5900635699329653,26,Professional,60,0.16130640438796243,1308.3620091547787,8
138,783,55,tech,NA,0.034057161207832545,5088663.106395035,-1.042044412243103,0.4266952630185876,12,Basic,25,0.45801128613762787,162.59661415871165,12
139,804,114,finance,EU,0.1020913885251744,9000833.94889512,-0.09546424708907303,0.466478916094517,25,Basic,25,0.1425506945617486,535.9058158989071,4
140,331,46,retail,EU,0.07612423288782247,4539650.727336516,-0.07159925185806683,0.3438481359104746,10,Basic,25,0.2825736022362467,179.3565994409383,3
141,663,92,tech,APAC,0.14012034929909686,10455709.132044194,-0.9483480042242007,0.3363204306722026,20,Basic,25,0.12836293170991922,435.8185341450404,7
142,793,193,manufacturing,APAC,0.15623839456188385,31506458.594175503,-0.9266983088473107,0.23665329976102484,35,Basic,25,0.2239052462930802,679.0829094935549,3
143,531,381,manufacturing,APAC,0.15354243737841222,55981704.40061424,-0.9263811299815384,0.3448973319940978,57,Enterprise,120,0.19930906364856768,5476.726004643797,8
144,648,29,finance,APAC,0.16069139353472287,2370642.3327226685,0.015618333949603047,0.5885890023261238,7,Professional,60,0.2334799337997409,321.9384278041088,9
145,982,197,healthcare,EU,0.1511818434244461,15248889.243128603,0.7324921027798023,0.46061464955749537,29,Professional,60,0.05692448641597287,1640.951393636207,5
146,870,3219,finance,NA,0.06974385966971934,469850242.397504,-0.6373077470287948,0.3112015365410974,372,Basic,25,0.1516494672584914,7889.65995449603,9
147,28,734,tech,NA,0.05075610753469876,85412302.87048297,0.20965941527462578,0.5493049674854655,94,Basic,25,0.2007750665781855,1878.178593541264,6
148,542,24,retail,EU,0.07498605544975022,2821837.0019553974,-0.21701705042437042,0.5057682353867703,9,Basic,25,0.5744593131812052,95.74665453422882,9
149,18,88,finance,NA,0.07146871658593593,12218368.427942045,0.6354180302092264,0.45474291834549757,16,Basic,25,0.11100748860993515,355.5970045560259,5
150,147,134,manufacturing,NA,0.07603558813809275,20012741.75522707,-0.828497024780246,0.3574046553437675,28,Professional,60,0.06318592724868208,1573.847642222214,9
151,470,205,manufacturing,NA,0.12563033014306713,20918688.69477291,1.0729780477660118,0.7551670472804952,25,Basic,25,0.2085976813473835,494.6264491578853,9
152,490,220,manufacturing,NA,0.12812979742142014,21707157.314996004,-0.01383774609423725,0.6915690846758052,31,Enterprise,120,0.19266858324716296,3003.272870320554,5
153,282,473,tech,APAC,0.07040623037933984,70600846.82923865,1.1941094030473725,0.6156844551256706,70,Enterprise,120,0.10616504540995281,7508.213618556397,9
154,861,64,manufacturing,EU,0.053599067099052836,6041393.433469357,0.48387665118803974,0.3428338595988718,13,Basic,25,0.5755981090668486,137.9306145532742,6
155,852,252,healthcare,EU,0.17463299082535738,17889971.343128286,-1.10486279306252,0.4672383684369498,40,Professional,60,0.1947549956318497,1932.5880104835608,8
156,811,21,manufacturing,APAC,0.11175852184892904,2788269.4155828706,-0.6355578414044034,0.4156449891289379,6,Professional,60,0.13176440745933776,312.5648133146384,4
157,674,337,manufacturing,NA,0.07790221492046678,46325781.55619481,-1.008554684076208,0.4766875537642384,57,Basic,25,0.01410455963042264,1404.9010025266477,6
158,112,705,retail,APAC,0.06154002302893243,79537571.74217284,0.04091917539572113,0.4584329781530511,86,Enterprise,120,0.027217560349279017,10039.11477719544,9
159,454,527,tech,APAC,0.006834280084800276,52468854.95139596,0.6820520657126199,0.6657568187989744,72,Basic,25,0.10066668590261478,1618.7999653752934,6
160,661,111,finance,APAC,0.10149947977387604,15342214.479307635,-0.8950698422766047,0.47285562099503187,22,Professional,60,0.06304264464449723,1236.7837090692635,7
161,329,99,healthcare,NA,0.0665039677780758,8090649.421055772,0.849102110743144,0.6709223325917708,13,Basic,25,0.2858590455393761,232.09581019970275,9
162,254,187,tech,EU,-0.0033657443361821693,29431219.431420296,-1.252393444413119,0.5628992933080672,21,Basic,25,0.35196016370346844,340.2209140556791,5
163,598,226,tech,EU,0.05901679919063969,17826643.2674435,1.2000789564268612,0.6274414608077349,33,Basic,25,0.19231489438343588,666.3402121336654,11
164,398,437,healthcare,APAC,0.06488722755258197,44348781.39579931,0.20726732939894396,0.6787608331607193,65,Enterprise,120,0.19128347946406385,6307.988860180301,7
165,861,64,manufacturing,EU,0.053599067099052836,6041393.433469357,0.48387665118803974,0.3428338595988718,14,Basic,25,0.08401401209070006,320.59509576825496,9
166,609,64,finance,APAC,0.15246074266833956,9334989.763717389,1.2748750412787222,0.5676122294328886,7,Basic,25,0.2766488237340695,126.58645584653783,8
167,908,193,finance,EU,0.021971919869585327,25334462.998568516,-0.4500128579958137,0.4043826216780704,25,Basic,25,0.15628158813487808,527.3240074157012,2
168,507,193,finance,EU,0.10675260797288154,31694168.77010091,1.2446795807367868,0.4684071012989441,27,Basic,25,0.44913522135503303,371.8337255853527,7
169,643,595,finance,EU,0.24908967468775123,67063816.48574981,-0.6520888885930607,0.30014699000430634,77,Professional,60,0.21709036018961103,3617.042535923997,5
170,465,46,retail,APAC,0.15626606529832196,6415037.18819174,0.8872908372667421,0.7250743264099179,14,Professional,60,0.4326511181726658,476.57306073496073,12
171,823,146,healthcare,APAC,0.14382364777708512,2588725.6899662227,-1.405189846803575,0.6115057595856865,18,Enterprise,120,0.09318850468395566,1958.7128298826558,8
172,406,132,retail,EU,0.14466466561238905,9325834.311453363,-1.2995812369275976,0.4455540130664233,17,Professional,60,0.17341731805731153,843.1143355815423,6
173,608,294,retail,NA,0.09830183870628635,41677409.118100934,0.8970661968871322,0.6350668869462617,35,Enterprise,120,0.06904129441047484,3910.026563476006,4
174,97,82,healthcare,EU,0.1523842030554199,15257339.347754914,-1.0718572330401555,0.4474545210322533,23,Professional,60,0.15256769756177394,1169.456577364752,7
175,289,271,retail,APAC,0.0698214440429315,30145985.722455643,1.4223698616985077,0.7099596187489218,41,Enterprise,120,0.23554124360921427,3761.137081442666,11
176,867,143,retail,APAC,0.17176832581014062,15473588.827384347,-0.8866809222834573,0.2553655735487703,21,Basic,25,0.13428752379772585,454.4990500061939,7
177,738,37,retail,NA,0.07229661012855453,4986316.917805521,1.5541604207147741,0.5944475974690692,9,Basic,25,0.07607879581467357,207.88227094169844,10
178,656,108,tech,APAC,0.12609719823293938,12545438.921766756,-1.091933900395313,0.2903948132861366,21,Enterprise,120,0.02938255323762205,2445.955965841192,7
179,155,119,healthcare,EU,0.10346839165150463,10364520.591864996,-0.6163614080394775,0.28387546476573167,21,Professional,60,0.04856675268861033,1198.805891612351,8
180,781,198,healthcare,NA,0.003953408205264283,20424211.145814776,-0.6497652268482671,0.4924103720925526,34,Enterprise,120,0.11816038855079572,3597.9056147127535,7
